project,pr_name,pr_base_branch,build_id,build_duration,build_timestamp,build_result,build_head_sha,ts_duration,passcount,failcount,skipcount,build_date
james,PR-2973,master,3,12050,1773160531,SUCCESS,80ab61075c59496bfcf1cf1f8b750dfe66c05084,27320.924,43553,0,304,2026-03-10
james,PR-2970,3.8.x,4,19283,1773162700,FAILURE,2d53fd5c613c38c53a086c50fb4b076c508f4711,11217.657,35676,27,237,2026-03-10
james,PR-2971,3.7.x,6,846,1773162707,FAILURE,74a048768ee7bda427d85ae39c2d9b5a34296f42,47.026,1119,0,2,2026-03-10
james,PR-2971,3.7.x,7,1333,1773194594,FAILURE,74a048768ee7bda427d85ae39c2d9b5a34296f42,44.774998,1119,0,2,2026-03-10
james,PR-2973,master,4,13590,1773213880,SUCCESS,80ab61075c59496bfcf1cf1f8b750dfe66c05084,26065.691,43432,0,304,2026-03-11
james,PR-2974,master,1,8444,1773244500,SUCCESS,d9968d66c1424d4fbebbaf7ac0a37d8b54893f24,26506.172,43409,0,304,2026-03-11
james,PR-2974,master,2,7814,1773252945,SUCCESS,e937c58b848321c4d4189b7b7be4f99ca5418bbb,26087.676,43409,0,304,2026-03-11
james,PR-2973,master,6,12645,1773331285,SUCCESS,60af9906167d96ed3a2f566f9f92227dd4c8103c,26218.445,43560,0,304,2026-03-12
james,PR-2975,master,2,15874,1773439456,FAILURE,dccbf5e974680f290fab35d44b128ed5a0e18e14,23961.033,40815,5,287,2026-03-13
james,PR-2975,master,3,3563,1773468503,SUCCESS,7b3f8b46cc4d7ba0ae444331d908af03242d945d,28096.342,43431,0,304,2026-03-14
james,PR-2976,master,2,967,1773669324,FAILURE,0ec8ab340c6e6f91dfd836b880994be84144621f,20093.88,40141,1,279,2026-03-16
james,PR-2976,master,3,7332,1773677889,SUCCESS,8ecdcbec90fac33d53e111ef6a86f59385b2228d,29294.637,43431,0,304,2026-03-16
james,PR-2977,master,1,11211,1773827692,FAILURE,607388ae7847f5bb3336f7741a54ba25555dba0a,18371.092,38922,7,278,2026-03-18
james,PR-2978,master,1,4191,1773828048,SUCCESS,0d66884ea467084dab9adcdcd404fcd3280a3597,25068.172,43434,0,304,2026-03-18
james,PR-2978,master,2,20306,1773834591,SUCCESS,b489cbc43f99f5a100f18b1f825c38e40f2e6d6e,29251.416,43438,0,304,2026-03-18
james,PR-2978,master,3,6762,1773854899,SUCCESS,bf2cc0da6fc3316189c6460677cd33103793a939,29002.938,43438,0,304,2026-03-18
james,PR-2977,master,2,13689,1773913879,FAILURE,b7c3cfcd1626c2560cca8b1e946e858d2cfc002c,19122.854,39736,1,278,2026-03-19
james,PR-2979,master,1,1264,1773925075,SUCCESS,50739bc64b63c060c172333c639b6ba499689b52,28982.816,43438,0,304,2026-03-19
james,PR-2977,master,3,7370,1773972207,SUCCESS,b7c3cfcd1626c2560cca8b1e946e858d2cfc002c,27133.84,43587,0,304,2026-03-19
james,PR-2980,master,1,11059,1774017444,SUCCESS,fec66b94404cca4af587f476234c6fbc34f16bcc,25615.281,43464,0,306,2026-03-20
james,PR-2981,master,1,2719,1774242754,SUCCESS,a8b75082409d652d192a4f94aba7dee5abed91bd,26308.926,43464,0,306,2026-03-23
james,PR-2982,master,1,6543,1774276509,SUCCESS,684773c9fe0d1c47c880df442d6509568577bdcc,26050.87,43464,0,306,2026-03-23
james,PR-2983,master,1,3321,1774578214,SUCCESS,7bcaf5fcfc801724adc7450a92b2bf16ec90d88c,26403.564,43464,0,306,2026-03-26
james,PR-2984,master,1,7067,1774620580,SUCCESS,86e8bbed8d65afff6dd3c55ce76407870497cf60,27185.56,43476,0,306,2026-03-27
james,PR-2985,master,1,36029,1774710039,ABORTED,89d04f2b72fe907ba762fcd07dcb48952802d916,43936.94,38960,72,258,2026-03-28
james,PR-2985,master,2,36027,1774746070,ABORTED,6d2362a05ae40b2f901df5b2a65e8a17b265be47,43600.805,38960,71,258,2026-03-28
james,PR-2985,master,3,4314,1774855997,FAILURE,f35c1eec7dcb4b0136de37b936759d3e3a720046,21111.412,42800,153,302,2026-03-30
james,PR-2986,master,1,5241,1774860684,SUCCESS,2c6cd65d54dc350525b018b1a4cd30565859ff30,26388.334,43464,0,306,2026-03-30
james,PR-2985,master,4,2119,1774871460,SUCCESS,114d65f5492a36b9edd7898257e66f027e97b610,22323.666,43464,0,306,2026-03-30
james,PR-2987,master,1,4912,1774946524,SUCCESS,06849c99bec8971f344b306891afc0e96dfd9769,22917.477,43464,0,306,2026-03-31
james,PR-2987,master,2,4730,1774951437,SUCCESS,7c8e2b2377bb13482ab943fe35a7378447077ee0,22836.986,43464,0,306,2026-03-31
james,PR-2988,master,1,1135,1774964872,FAILURE,88cb089e8b0f0f31c81ff89c0cf80d841b6e3678,18396.4,40023,2,281,2026-03-31
james,PR-2988,master,2,922,1774974910,FAILURE,1835b2022eb22c2bc714ab06f2bb4e5f6fe753ce,18395.182,40024,1,281,2026-03-31
james,PR-2988,master,3,6754,1774979307,SUCCESS,c4229298ab4e3a9cf97ad8ff59b9ad7c66284e9d,26327.58,43472,0,306,2026-03-31
james,PR-2989,master,1,3081,1775040996,SUCCESS,5087b2609400600e6d96e95b78e0e459442400f2,26737.344,43476,0,306,2026-04-01
james,PR-2990,master,2,5172,1775043401,SUCCESS,bc392ba7dd47132c110d322a0a3c9d2e38635d21,25300.41,43478,0,306,2026-04-01
