Project_Module,Package,Class,Method,Instruction_Covered,Instruction_Missed,Is_Executed
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistries$LazyHolder,<clinit>()V,0,3,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistries,<init>()V,0,3,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistries,global()Lorg/apache/hadoop/hbase/metrics/MetricRegistries;,0,2,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistriesLoader,load()Lorg/apache/hadoop/hbase/metrics/MetricRegistries;,0,5,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistriesLoader,load(Ljava/util/List;)Lorg/apache/hadoop/hbase/metrics/MetricRegistries;,61,13,1
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistriesLoader,getDefinedImplemantations()Ljava/util/List;,0,24,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistriesLoader,<clinit>()V,4,0,1
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)V,0,18,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,getMetricsContext()Ljava/lang/String;,0,3,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,getMetricsDescription()Ljava/lang/String;,0,3,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,getMetricsJmxContext()Ljava/lang/String;,0,3,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,getMetricsName()Ljava/lang/String;,0,3,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,isExistingSource()Z,0,3,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,equals(Ljava/lang/Object;)Z,0,14,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.MetricRegistryInfo,hashCode()I,0,17,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.Timer,updateMillis(J)V,0,5,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.Timer,updateMicros(J)V,0,5,0
hbase/hbase-metrics-api,org.apache.hadoop.hbase.metrics,org.apache.hadoop.hbase.metrics.Timer,updateNanos(J)V,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfigBuilder,putAllConfiguration(Ljava/util/Map;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,6,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfigBuilder,putAllPeerData(Ljava/util/Map;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,6,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,<init>(Ljava/lang/String;JIJJJLjava/lang/String;ZZZJJ)V,0,39,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getPeerID()Ljava/lang/String;,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getAgeOfLastShippedOp()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getSizeOfLogQueue()J,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getTimestampOfLastShippedOp()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getReplicationLag()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getTimeStampOfNextToReplicate()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getQueueId()Ljava/lang/String;,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,isRecovered()Z,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,isRunning()Z,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,hasEditsSinceRestart()Z,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getEditsRead()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,getOPsShipped()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource,newBuilder()Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,<init>(Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl;)V,97,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,unmodifiableTableCFsMap(Ljava/util/Map;)Ljava/util/Map;,11,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getClusterKey()Ljava/lang/String;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getReplicationEndpointImpl()Ljava/lang/String;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getPeerData()Ljava/util/Map;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getConfiguration()Ljava/util/Map;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getTableCFsMap()Ljava/util/Map;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getNamespaces()Ljava/util/Set;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getBandwidth()J,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,replicateAllUserTables()Z,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getExcludeTableCFsMap()Ljava/util/Map;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getExcludeNamespaces()Ljava/util/Set;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,getRemoteWALDir()Ljava/lang/String;,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,isSyncReplication()Z,0,8,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,newBuilder()Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,4,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,isSerial()Z,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,newBuilder(Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfig;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,44,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,toString()Ljava/lang/String;,0,113,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,needToReplicate(Lorg/apache/hadoop/hbase/TableName;)Z,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,needToReplicate(Lorg/apache/hadoop/hbase/TableName;[B)Z,96,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig,lambda$unmodifiableTableCFsMap$0(Ljava/util/Map;Lorg/apache/hadoop/hbase/TableName;Ljava/util/List;)V,11,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setTimeStampOfNextToReplicate(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setPeerID(Ljava/lang/String;)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setAgeOfLastShippedOp(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setSizeOfLogQueue(I)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setTimestampOfLastShippedOp(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setReplicationLag(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setQueueId(Ljava/lang/String;)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setRecovered(Z)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setRunning(Z)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setEditsSinceRestart(Z)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setEditsRead(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,setoPsShipped(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource$ReplicationLoadSourceBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSource$ReplicationLoadSourceBuilder,build()Lorg/apache/hadoop/hbase/replication/ReplicationLoadSource;,0,28,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink,<init>(JJJJ)V,0,15,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink,getAgeOfLastAppliedOp()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink,getTimestampsOfLastAppliedOp()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink,getTimestampStarted()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink,getTotalOpsProcessed()J,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink,newBuilder()Lorg/apache/hadoop/hbase/replication/ReplicationLoadSink$ReplicationLoadSinkBuilder;,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,<init>(Ljava/lang/String;II)V,0,9,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,valueOf(I)Lorg/apache/hadoop/hbase/replication/SyncReplicationState;,0,16,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,value()I,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,toByteArray(Lorg/apache/hadoop/hbase/replication/SyncReplicationState;)[B,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,parseFrom([B)Lorg/apache/hadoop/hbase/replication/SyncReplicationState;,0,8,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,toByteArray(Lorg/apache/hadoop/hbase/replication/SyncReplicationState;Lorg/apache/hadoop/hbase/replication/SyncReplicationState;)[B,0,25,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,parseStateAndNewStateFrom([B)Lorg/apache/hadoop/hbase/util/Pair;,0,21,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.SyncReplicationState,<clinit>()V,0,31,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationException,<init>()V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationException,<init>(Ljava/lang/String;Ljava/lang/Throwable;)V,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationException,<init>(Ljava/lang/Throwable;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,<init>()V,38,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setClusterKey(Ljava/lang/String;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,9,1,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setReplicationEndpointImpl(Ljava/lang/String;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,putConfiguration(Ljava/lang/String;Ljava/lang/String;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,8,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,removeConfiguration(Ljava/lang/String;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,7,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,putPeerData([B[B)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,0,8,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setTableCFsMap(Ljava/util/Map;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setNamespaces(Ljava/util/Set;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setReplicateAllUserTables(Z)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setExcludeTableCFsMap(Ljava/util/Map;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setExcludeNamespaces(Ljava/util/Set;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setBandwidth(J)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setSerial(Z)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,setRemoteWALDir(Ljava/lang/String;)Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfigBuilder;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerConfig$ReplicationPeerConfigBuilderImpl,build()Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfig;,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink$ReplicationLoadSinkBuilder,setAgeOfLastAppliedOp(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSink$ReplicationLoadSinkBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink$ReplicationLoadSinkBuilder,setTimestampsOfLastAppliedOp(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSink$ReplicationLoadSinkBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink$ReplicationLoadSinkBuilder,setTimestampStarted(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSink$ReplicationLoadSinkBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink$ReplicationLoadSinkBuilder,setTotalOpsProcessed(J)Lorg/apache/hadoop/hbase/replication/ReplicationLoadSink$ReplicationLoadSinkBuilder;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationLoadSink$ReplicationLoadSinkBuilder,build()Lorg/apache/hadoop/hbase/replication/ReplicationLoadSink;,0,12,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerDescription,<init>(Ljava/lang/String;ZLorg/apache/hadoop/hbase/replication/ReplicationPeerConfig;Lorg/apache/hadoop/hbase/replication/SyncReplicationState;)V,0,15,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerDescription,getPeerId()Ljava/lang/String;,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerDescription,isEnabled()Z,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerDescription,getPeerConfig()Lorg/apache/hadoop/hbase/replication/ReplicationPeerConfig;,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerDescription,getSyncReplicationState()Lorg/apache/hadoop/hbase/replication/SyncReplicationState;,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.replication,org.apache.hadoop.hbase.replication.ReplicationPeerDescription,toString()Ljava/lang/String;,0,31,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,<init>(Lorg/apache/hadoop/hbase/client/Connection;)V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,enableKeyManagement([BLjava/lang/String;)Lorg/apache/hadoop/hbase/io/crypto/ManagedKeyData;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,getManagedKeys([BLjava/lang/String;)Ljava/util/List;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,rotateSTK()Z,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,ejectManagedKeyDataCacheEntry([BLjava/lang/String;Ljava/lang/String;)V,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,clearManagedKeyDataCache()V,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,disableKeyManagement([BLjava/lang/String;)Lorg/apache/hadoop/hbase/io/crypto/ManagedKeyData;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,disableManagedKey([BLjava/lang/String;[B)Lorg/apache/hadoop/hbase/io/crypto/ManagedKeyData;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,rotateManagedKey([BLjava/lang/String;)Lorg/apache/hadoop/hbase/io/crypto/ManagedKeyData;,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.keymeta,org.apache.hadoop.hbase.keymeta.KeymetaAdminClient,refreshManagedKeys([BLjava/lang/String;)V,0,5,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.InvalidMutationDurabilityException,<init>()V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.InvalidMutationDurabilityException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.RegionServerAbortedException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.NoSuchColumnFamilyException,<init>()V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.NoSuchColumnFamilyException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.RegionServerRunningException,<init>()V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.RegionServerRunningException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.LeaseException,<init>()V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.LeaseException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.WrongRegionException,<init>()V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.WrongRegionException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.RegionServerStoppedException,<init>(Ljava/lang/String;)V,0,4,0
hbase/hbase-client,org.apache.hadoop.hbase.regionserver,org.apache.hadoop.hbase.regionserver.BloomType,<clinit>()V,27,0,1
hbase/hbase-client,org.apache.hadoop.hbase.shaded.protobuf,org.apache.hadoop.hbase.shaded.protobuf.ProtobufUtil,isClassLoaderLoaded()Z,2,0,1
hbase/hbase-client,org.apache.hadoop.hbase.shaded.protobuf,org.apache.hadoop.hbase.shaded.protobuf.ProtobufUtil,setAllowFastReflectionFallthrough(Z)V,0,3,0
hbase/hbase-client,org.apache.hadoop.hbase.shaded.protobuf,org.apache.hadoop.hbase.shaded.protobuf.ProtobufUtil,prependPBMagic([B)[B,4,0,1
hbase/hbase-client,org.apache.hadoop.hbase.shaded.protobuf,org.apache.hadoop.hbase.shaded.protobuf.ProtobufUtil,isPBMagicPrefix([B)Z,3,0,1
hbase/hbase-client,org.apache.hadoop.hbase.shaded.protobuf,org.apache.hadoop.hbase.shaded.protobuf.ProtobufUtil,isPBMagicPrefix([BII)Z,5,0,1
hbase/hbase-client,org.apache.hadoop.hbase.shaded.protobuf,org.apache.hadoop.hbase.shaded.protobuf.ProtobufUtil,expectPBMagicPrefix([B)V,0,22,0
hbase/hbase-client,org.apache.hadoop.hbase.shaded.protobuf,org.apache.hadoop.hbase.shaded.protobuf.ProtobufUtil,lengthOfPBMagic()I,2,0,1
